Typ,Lvl,x0,Ini,AtkCnt,Str,Def,Dex,HP,DmgRed,MAtkSav,FleeAt,x1,w0,w0hit,w0dmg,w0spa,w1,w1hit,w1dmg,w1spa,w2,w2hit,w2dmg,w2spa,sp0,sl0,sp1,sl1,sp2,sl2,sp3,sl3,sp4,sl4,sp5,sl5,sp6,sl6,sp7,sl7,sp8,sl8,sp9,sl9
31,3,2,5,1,18,10,26,75,3,3,6,8,102,2,2,0,57,0,3,0,115,3,5,0,16,3,12,7,7,3,8,3,10,2,9,1,15,1,21,3,20,2,12,1
31,4,2,5,1,19,13,36,100,4,4,6,7,102,2,2,0,39,0,3,0,115,3,4,0,16,4,12,7,7,5,8,5,10,2,9,2,15,3,12,2,20,3,12,1
31,5,2,8,1,19,15,50,120,4,4,6,7,102,3,2,0,83,1,3,0,57,3,4,0,16,4,12,7,7,7,8,7,10,3,9,3,15,3,15,3,20,5,21,3
31,6,2,9,1,20,16,70,150,5,5,5,7,102,3,2,0,66,1,4,0,57,3,4,0,16,6,12,7,7,7,8,8,10,4,9,5,15,5,15,5,20,6,15,2
31,7,2,11,1,21,17,95,190,6,5,4,0,102,3,2,0,67,1,5,0,40,3,2,0,16,6,12,7,7,9,8,9,10,5,9,6,15,6,15,5,20,7,15,1
31,8,2,11,1,22,18,120,300,8,5,3,0,103,4,3,0,67,1,6,0,40,3,2,0,16,8,12,7,7,10,8,9,10,7,9,6,15,7,15,5,20,10,15,6
31,9,2,12,1,23,20,150,500,10,6,2,0,103,4,3,0,41,1,7,0,66,3,2,0,16,9,12,7,7,11,8,9,10,8,9,6,15,8,15,5,20,10,15,3
31,10,2,12,1,25,21,210,900,12,6,1,0,103,4,3,0,41,1,8,0,66,3,2,0,16,10,12,7,7,11,8,9,10,9,9,7,15,9,15,6,20,10,15,4
31,11,2,12,1,26,23,300,1250,14,7,0,0,103,4,4,0,42,1,9,0,41,3,3,0,16,11,12,7,7,12,8,9,10,10,9,8,15,9,15,7,20,11,15,9
31,12,2,11,1,35,24,400,1800,50,7,0,0,103,5,6,0,42,1,10,0,41,3,3,0,16,11,12,7,7,12,8,9,10,10,9,9,15,10,15,8,20,11,15,1
31,13,2,15,1,45,25,2100,2500,75,7,0,0,103,5,8,0,42,1,12,0,67,3,2,0,16,12,12,12,7,12,8,9,10,11,9,10,15,12,4,9,20,12,9,12
31,14,2,15,2,55,26,3000,12000,200,12,0,0,103,3,10,0,42,1,15,0,67,5,3,0,16,12,12,12,7,12,8,9,10,12,9,11,15,12,4,10,20,12,9,12
31,15,2,15,2,65,28,3200,32000,1500,15,0,0,103,3,12,0,42,1,18,0,67,5,25,0,16,12,12,12,7,12,8,12,10,12,9,12,15,12,4,12,20,12,9,12
32,1,2,4,1,20,8,8,35,1,3,7,8,102,0,1,0,65,1,0,0,101,3,0,0,15,1,19,1,12,1,7,1,8,1,8,1,11,1,11,1,6,1,6,1
32,2,2,4,1,21,9,13,50,2,3,7,8,102,0,1,0,40,1,0,0,101,3,0,0,15,2,19,2,12,2,7,2,8,2,8,2,11,1,11,1,6,1,6,1
32,3,2,5,1,22,10,22,75,3,3,7,8,102,0,2,0,57,1,1,0,115,3,0,0,15,3,18,3,12,2,8,1,8,1,11,2,7,1,8,2,3,1,6,2
32,4,2,5,1,23,11,28,100,4,4,6,7,102,0,2,0,39,1,1,0,115,3,0,0,15,3,15,3,12,3,8,2,8,2,11,2,7,1,8,2,3,1,6,2
32,5,2,5,1,25,11,40,120,4,4,6,7,102,0,2,0,83,1,2,2,57,3,0,0,15,4,15,4,12,3,8,3,8,3,11,3,7,2,8,3,3,1,6,3
32,6,2,6,1,29,12,60,150,5,5,6,7,102,0,3,0,66,1,2,0,57,3,0,0,15,4,15,4,0,4,8,3,8,3,11,3,7,2,8,3,3,2,6,3
32,7,2,6,1,34,12,85,190,6,5,6,6,102,0,3,0,67,1,3,2,40,3,0,0,15,5,15,5,0,4,8,4,8,4,11,4,7,3,8,4,3,2,6,4
32,8,2,6,1,40,13,120,225,8,5,5,6,103,0,4,0,67,1,3,0,40,3,1,0,21,5,15,5,0,5,8,4,8,5,11,4,7,3,8,5,3,2,6,4
32,9,2,7,1,46,13,160,260,10,6,5,6,103,0,4,0,41,1,4,0,66,3,1,2,21,5,15,6,0,5,8,5,8,6,11,5,7,4,8,6,3,3,6,5
32,10,2,7,1,52,14,210,320,12,6,5,5,103,0,5,0,41,1,4,0,66,3,1,0,21,6,15,6,0,6,4,3,9,4,1,2,7,4,8,7,3,3,6,5
32,11,2,12,1,58,15,300,400,14,7,5,5,103,0,6,0,42,1,5,0,41,3,1,0,21,6,15,7,0,6,4,4,9,5,1,2,7,4,8,8,3,3,6,6
32,12,2,11,1,64,16,600,500,175,10,4,5,103,255,7,0,42,1,5,0,41,4,1,0,21,7,15,7,0,7,4,5,9,6,1,3,20,5,8,9,3,4,6,6
32,13,2,15,1,70,17,2100,15000,900,12,4,4,103,255,8,0,42,1,6,0,67,4,2,2,21,7,15,8,0,7,4,6,9,7,1,3,20,5,8,10,3,4,6,7
32,14,2,15,2,78,21,3000,30000,3000,12,4,4,103,255,9,0,42,1,6,0,67,4,3,0,21,8,15,8,0,8,4,7,9,8,1,4,20,6,8,11,3,5,6,7
32,15,2,15,2,84,20,3200,32000,3200,15,4,4,103,255,10,0,42,1,7,0,67,4,4,2,21,9,15,9,0,8,4,8,9,9,1,5,20,6,8,12,3,5,6,8
33,1,2,4,1,15,8,10,33,0,3,8,10,102,2,0,0,65,1,1,0,101,3,0,0,12,1,12,1,8,1,7,2,11,1,11,1,8,1,8,1,11,1,7,1
33,2,2,4,1,16,9,18,45,2,3,8,10,102,2,1,0,40,1,1,0,101,3,0,0,12,1,12,1,8,1,7,3,11,1,11,2,8,1,8,1,11,1,7,1
33,3,2,5,1,17,10,28,75,3,3,8,10,102,2,1,0,57,1,2,0,115,3,0,0,12,2,12,1,8,1,7,4,11,2,11,3,8,1,8,1,11,1,7,2
33,4,2,5,1,20,15,38,100,4,4,8,9,102,2,2,0,39,1,3,0,115,3,1,0,12,2,12,2,8,2,7,5,11,2,11,4,8,2,8,2,11,2,7,4
33,5,2,5,1,22,18,50,120,4,4,8,9,102,2,2,0,83,1,4,0,57,3,1,0,12,2,12,2,8,2,7,6,11,3,11,5,8,3,8,3,11,2,7,6
33,6,2,6,1,23,21,70,150,5,5,8,9,102,3,2,0,66,1,5,0,57,3,1,0,12,3,12,3,8,2,7,7,11,3,11,5,8,3,6,3,11,3,7,8
33,7,2,6,1,25,22,100,225,6,5,7,8,102,3,2,0,66,1,6,0,40,3,1,0,12,3,12,3,8,3,8,3,8,3,8,3,8,3,6,4,11,4,7,9
33,8,2,6,1,27,23,160,260,8,5,7,8,104,3,2,0,66,1,7,0,40,3,1,0,21,3,21,3,21,3,8,4,8,4,8,4,8,4,6,5,11,5,7,10
33,9,2,7,1,46,24,210,400,15,6,7,8,104,3,2,0,67,1,7,0,115,4,2,0,21,3,21,3,21,3,8,4,8,4,8,4,8,4,6,5,11,6,7,11
33,10,2,7,1,52,25,300,525,20,6,7,0,104,3,3,0,67,255,8,0,115,4,2,0,21,4,21,4,21,4,1,4,1,6,1,6,3,2,6,6,11,7,7,12
33,11,2,8,1,58,25,400,1000,25,6,0,0,104,3,3,0,67,255,9,0,66,4,2,0,21,5,21,5,1,4,1,4,7,6,7,6,3,2,6,6,11,8,7,12
33,12,2,9,1,64,25,600,2000,75,6,0,0,104,3,3,0,41,255,10,0,66,4,3,0,21,6,1,5,1,5,7,6,7,6,20,6,3,3,6,7,11,9,7,12
33,13,2,10,1,70,25,900,5000,100,6,0,0,104,3,3,0,41,255,12,0,67,5,4,0,21,7,1,6,4,8,20,5,9,6,0,5,3,3,6,7,11,10,4,5
33,14,2,15,2,78,30,1500,8900,400,12,0,0,104,3,3,0,41,255,14,0,67,5,6,0,21,8,1,7,4,9,20,6,9,7,0,6,3,4,6,8,11,11,4,6
33,15,2,15,2,84,35,3200,17000,1750,15,0,0,104,3,3,0,41,255,16,0,67,5,8,0,21,9,1,8,4,10,20,7,9,8,0,6,3,4,6,9,11,12,4,7
34,1,2,2,1,17,8,8,35,0,1,7,11,65,3,0,0,101,1,0,0,8,0,2,0,21,1,12,1,12,1,11,1,15,1,15,1,8,1,8,1,6,1,7,1
34,2,2,2,1,18,9,13,53,0,2,7,11,65,3,0,0,57,1,1,0,8,0,3,0,21,2,12,2,12,2,11,1,15,2,15,2,8,1,8,1,6,2,7,1
34,3,2,4,1,19,10,20,75,3,3,7,11,57,3,0,0,115,1,1,0,8,0,4,0,21,3,12,3,12,3,11,2,15,3,15,3,8,2,8,2,6,2,7,1
34,4,2,5,1,20,10,30,106,3,3,7,11,57,3,1,0,115,1,2,0,101,0,4,0,21,4,12,4,12,4,11,2,15,3,15,3,8,2,8,2,6,3,3,1
34,5,2,6,1,22,11,40,125,5,4,7,10,39,3,1,0,101,1,2,0,8,0,4,0,21,4,12,4,12,4,11,3,15,4,15,4,8,3,8,3,6,3,3,1
34,6,2,7,1,24,11,54,175,5,4,6,10,39,3,2,0,115,1,3,0,101,0,5,0,21,5,12,5,12,5,11,3,15,4,15,4,8,3,8,3,6,4,3,1
34,7,2,7,1,28,12,68,225,5,5,6,10,40,3,2,0,115,1,3,0,65,0,5,0,21,5,12,5,7,4,11,4,15,5,19,1,8,4,8,4,6,4,3,2
34,8,2,8,1,32,13,80,275,7,5,6,10,40,3,2,0,66,1,4,0,101,0,6,0,21,5,21,5,7,4,11,4,15,5,19,1,8,4,8,4,6,5,3,2
34,9,2,8,1,36,14,100,400,7,5,6,9,102,3,3,0,102,1,4,0,65,0,6,0,21,5,1,3,7,5,11,5,19,2,20,1,8,5,8,5,6,5,3,2
34,10,2,9,1,40,15,175,560,7,6,6,9,102,3,3,0,8,254,10,2,40,1,6,0,21,6,1,4,7,5,11,6,19,2,20,1,8,5,8,6,6,6,3,3
34,11,2,10,1,44,16,225,800,9,7,5,9,104,3,4,0,8,254,15,0,116,1,6,0,21,6,1,5,0,6,20,2,6,5,4,4,8,6,8,7,6,6,3,4
34,12,2,11,1,48,19,450,1100,9,7,5,9,104,3,4,0,8,254,20,2,116,1,7,0,21,7,1,6,0,7,20,3,6,6,4,5,9,7,8,8,6,7,3,5
34,13,2,15,1,69,20,650,4500,125,10,5,8,104,3,5,0,8,253,25,0,69,1,7,0,21,7,1,7,0,8,20,4,6,7,4,6,9,8,8,9,6,7,3,6
34,14,2,15,1,75,22,2000,11257,150,12,5,8,104,3,5,0,8,253,30,2,69,1,8,0,21,8,1,8,0,9,20,5,6,8,4,7,9,9,8,10,6,8,3,7
34,15,2,15,2,89,25,3200,21010,3200,15,5,8,104,3,5,0,8,253,35,0,69,1,10,0,21,8,1,9,0,10,20,6,6,9,4,8,9,10,8,11,6,9,3,8
35,1,2,2,1,17,8,12,20,2,2,5,8,65,2,1,0,101,3,0,0,8,1,3,0,20,1,7,1,12,1,12,1,12,1,8,1,8,1,8,1,8,1,8,1
35,2,2,2,1,19,9,15,35,1,2,5,8,65,2,1,2,57,3,0,0,8,1,3,0,20,2,7,2,12,2,12,2,12,2,8,1,8,1,8,1,8,1,8,1
35,3,2,2,1,21,12,21,75,3,3,5,8,57,2,1,0,115,3,0,0,8,1,3,0,20,3,7,3,12,3,12,3,8,1,8,1,8,1,8,1,8,1,8,1
35,4,2,4,1,20,17,45,106,3,3,5,8,57,2,2,0,115,3,1,0,101,1,3,0,21,2,21,2,21,2,21,2,8,2,8,2,8,2,8,2,8,2,8,2
35,5,2,5,1,22,19,70,125,5,4,5,7,39,2,2,0,101,3,1,0,8,1,3,0,21,2,21,2,8,2,8,2,8,2,8,2,8,2,8,2,19,1,19,1
35,6,2,5,1,24,20,90,200,5,4,4,7,39,2,3,0,115,3,2,0,116,1,3,0,21,3,21,3,8,3,8,3,8,3,8,3,8,3,8,3,19,1,19,1
35,7,2,6,1,28,21,110,250,35,5,4,7,40,3,3,0,115,3,3,0,65,1,3,0,21,3,21,3,8,4,8,4,8,4,19,1,20,1,11,4,6,1,6,2
35,8,2,6,1,32,22,140,350,35,5,4,7,40,3,3,0,66,3,4,0,116,1,4,0,21,4,21,4,1,1,1,1,8,5,19,2,20,1,11,5,6,2,6,3
35,9,2,6,1,36,20,200,475,45,5,4,6,102,3,4,0,102,3,5,0,65,1,4,0,21,4,21,4,1,2,1,2,8,6,19,2,20,1,11,6,6,3,6,4
35,10,2,6,1,40,22,350,600,65,6,4,6,102,4,4,0,8,255,10,0,40,1,6,0,21,5,1,2,1,3,8,7,0,2,3,1,20,2,11,7,6,4,6,5
35,11,2,6,1,44,23,650,900,105,7,3,6,104,4,4,0,8,255,12,0,116,1,6,0,21,5,1,3,1,4,8,8,0,4,3,3,20,2,11,8,6,5,6,6
35,12,2,15,1,48,25,1000,1500,125,7,0,0,41,4,6,0,8,2,14,2,69,1,8,0,21,6,1,4,1,5,20,5,0,6,3,5,9,3,20,9,6,6,6,7
35,13,2,15,1,69,20,2500,3500,200,15,0,0,43,5,15,0,8,3,18,0,116,2,10,0,21,6,1,5,1,6,20,6,0,11,3,7,9,4,20,10,6,7,6,8
35,14,2,15,2,75,22,3000,7500,500,15,0,0,43,5,20,0,8,3,24,2,69,3,15,0,21,7,1,6,1,7,20,7,0,10,3,9,9,5,20,11,6,8,6,9
35,15,2,15,2,89,25,3200,25000,12000,15,0,0,43,6,25,0,8,4,30,2,116,3,20,0,21,12,1,12,1,12,20,12,0,12,3,11,9,6,20,12,6,12,6,10
36,1,2,5,1,14,7,6,25,0,5,6,10,65,2,1,0,101,3,0,0,8,1,1,0,15,1,20,1,12,1,21,1,12,1,11,1,11,1,8,1,9,1,11,2
36,2,2,5,1,17,8,12,45,1,5,6,10,65,2,2,0,57,3,0,0,8,1,1,0,8,1,20,1,12,1,19,1,12,1,8,1,20,1,19,1,8,1,7,4
36,3,2,5,1,18,9,20,65,2,5,6,10,57,2,3,0,115,3,0,0,8,1,1,0,12,2,20,2,12,2,8,1,8,1,8,1,8,1,8,1,8,1,7,7
36,4,2,6,1,20,10,30,88,2,5,6,10,57,2,5,0,115,3,1,0,101,1,2,0,12,2,20,3,12,3,8,2,8,2,8,2,8,2,8,2,8,2,7,8
36,5,2,6,1,22,11,40,108,3,6,6,9,39,2,3,0,101,3,1,0,8,1,2,0,12,3,20,4,8,2,8,5,8,2,8,3,19,1,19,1,8,3,7,9
36,6,2,7,1,26,12,53,200,10,6,5,9,39,2,4,0,115,3,2,0,101,1,2,0,12,3,20,5,8,2,8,6,8,2,8,4,19,1,19,1,8,4,7,10
36,7,2,8,1,30,13,68,300,15,7,5,9,40,2,5,0,115,3,3,0,65,1,2,0,12,4,12,6,8,3,8,7,8,3,19,2,20,1,20,1,8,4,7,10
36,8,2,10,1,34,14,90,400,15,7,5,8,40,2,6,0,66,3,4,0,101,1,3,0,12,4,8,3,8,3,8,9,19,2,20,8,6,5,6,5,8,5,7,10
36,9,2,10,1,38,17,125,500,15,8,5,8,102,2,7,0,102,3,4,0,65,1,4,0,21,4,8,4,8,4,8,10,19,3,20,8,6,6,6,6,8,6,7,12
36,10,2,11,1,42,17,250,3500,20,9,5,8,102,2,8,0,8,0,9,0,40,3,4,0,21,4,8,4,8,4,8,11,19,3,20,9,6,6,6,6,8,7,7,12
36,11,2,12,1,46,20,500,5500,20,10,4,7,41,2,9,0,8,0,12,0,116,3,5,0,21,5,1,3,1,6,19,12,20,11,3,10,6,7,6,7,8,8,7,12
36,12,2,15,2,50,20,600,7500,30,10,4,7,41,2,9,0,8,0,15,2,116,3,6,0,21,5,1,4,1,9,19,5,20,11,3,5,6,7,6,11,8,9,7,12
36,13,2,15,2,54,22,750,10000,40,12,4,7,41,2,10,0,8,0,20,0,116,3,7,0,21,6,1,5,1,10,19,6,20,11,3,6,6,12,6,10,8,10,7,12
36,14,2,15,2,99,23,1100,13333,100,13,4,6,58,2,11,0,8,0,25,2,116,3,8,0,21,6,1,6,1,11,19,7,20,11,3,6,6,12,6,11,8,11,7,12
36,15,2,15,3,99,25,2222,26666,120,15,4,6,58,2,12,0,8,0,30,2,116,3,9,0,21,7,1,7,1,12,19,8,20,11,3,7,6,12,6,12,8,12,7,12
37,1,2,2,1,14,8,7,25,0,1,9,12,65,2,0,0,101,0,1,0,8,3,0,0,18,1,18,1,12,1,21,1,3,1,18,1,18,1,8,1,8,1,11,1
37,2,2,2,1,15,9,12,45,0,1,9,12,65,2,0,0,57,0,1,0,8,3,0,0,3,2,18,2,12,2,18,2,18,2,3,2,8,1,8,1,8,1,11,1
37,3,2,2,1,19,10,20,75,1,3,9,12,57,2,1,0,115,0,2,0,8,3,0,0,3,2,15,2,12,2,8,2,8,2,6,1,8,2,8,2,8,2,11,2
37,4,2,4,1,20,10,30,106,1,3,9,12,57,2,2,0,115,0,3,0,101,3,0,0,15,3,15,3,12,3,8,2,8,2,6,2,8,2,8,2,8,2,11,2
37,5,2,5,1,22,11,46,125,5,4,9,11,39,2,3,0,101,0,4,0,8,3,1,0,15,3,15,3,12,3,8,3,8,3,6,2,8,3,8,3,8,3,11,3
37,6,2,5,1,24,11,60,250,5,5,10,11,39,2,3,0,115,0,5,0,101,3,1,0,15,4,15,4,12,4,8,3,8,3,6,3,8,3,8,3,8,3,11,3
37,7,2,6,1,28,12,80,300,7,6,10,11,40,2,4,0,115,0,6,0,65,3,2,0,15,4,15,4,12,4,8,3,8,3,6,3,19,1,8,4,8,4,11,4
37,8,2,6,1,32,13,105,350,8,8,10,11,40,2,4,0,66,0,7,0,101,4,2,0,21,4,1,3,8,6,19,2,20,1,6,4,7,6,8,5,8,5,11,4
37,9,2,6,1,36,14,130,425,9,9,10,10,102,2,4,0,102,0,8,0,65,4,2,0,21,4,1,4,8,7,19,2,20,2,6,4,7,6,8,6,8,6,11,5
37,10,2,6,1,40,15,160,600,10,10,10,10,102,2,4,0,8,255,9,0,40,4,3,0,21,5,1,5,8,8,19,3,20,2,6,4,7,7,8,7,8,7,11,6
37,11,2,6,1,44,16,200,800,11,10,11,10,104,2,5,0,8,255,10,0,69,5,3,0,21,5,1,6,10,8,20,3,3,4,6,5,7,7,8,8,8,8,11,7
37,12,2,15,1,48,19,325,1100,12,11,11,10,104,3,5,0,8,255,12,0,116,5,4,0,21,6,1,7,10,9,20,3,3,4,6,5,7,8,8,9,8,9,11,8
37,13,2,15,1,69,20,750,4000,50,11,0,0,104,3,7,0,8,255,14,2,69,5,4,0,21,6,1,8,10,10,20,4,3,5,6,6,7,8,8,10,8,10,11,9
37,14,2,15,2,75,22,3000,30000,150,12,0,0,104,3,9,0,8,255,16,2,116,6,5,0,21,7,1,9,10,11,20,4,3,5,6,7,7,9,8,11,8,11,11,10
37,15,2,15,2,89,25,3200,32000,3200,15,0,0,104,3,10,0,8,255,18,2,116,6,5,0,21,7,1,10,10,12,20,5,3,6,6,8,7,10,8,12,8,12,11,11
38,1,2,3,1,12,7,9,29,0,5,8,9,115,3,0,0,101,0,2,0,8,1,1,0,18,1,12,1,21,1,11,1,12,1,12,1,19,1,20,1,8,1,11,1
38,2,2,3,1,16,8,15,45,1,5,8,9,115,3,0,0,57,0,2,0,8,1,1,0,18,1,12,1,21,1,11,1,12,1,8,1,3,1,20,1,8,1,11,1
38,3,2,4,1,20,9,25,65,1,6,8,9,65,3,0,0,115,0,2,0,8,1,2,0,12,2,12,2,8,1,8,1,8,1,8,1,3,1,20,1,8,1,11,1
38,4,2,4,1,21,10,42,100,2,6,8,9,65,3,0,0,115,0,2,0,101,1,2,0,12,2,12,2,8,2,8,2,8,2,8,2,15,2,20,2,8,2,11,2
38,5,2,5,1,24,12,65,125,2,7,8,8,57,3,0,0,101,0,3,0,8,1,3,0,12,3,12,3,8,2,8,2,8,2,8,2,15,2,20,2,8,2,11,2
38,6,2,8,1,25,14,80,150,3,7,7,8,57,3,0,0,115,0,3,0,101,1,4,0,21,3,21,3,8,3,8,3,8,3,8,3,19,1,20,3,8,3,11,3
38,7,2,10,1,29,15,100,250,3,8,7,8,40,4,0,0,115,0,4,0,65,1,4,0,21,3,21,3,8,7,8,3,8,3,8,3,19,1,20,12,8,3,11,3
38,8,2,11,1,32,21,140,235,55,8,7,8,40,4,0,0,66,0,4,0,101,1,6,2,21,4,8,5,10,8,1,8,8,12,20,1,19,2,20,4,8,4,11,4
38,9,2,11,1,35,22,200,1000,100,8,7,7,40,5,1,0,102,0,5,0,65,1,6,0,21,4,8,6,10,9,1,7,8,5,20,2,19,2,20,12,8,12,11,12
38,10,2,12,1,40,23,300,3000,123,9,7,7,102,5,1,0,8,255,8,0,40,1,6,0,21,5,8,7,10,10,1,9,19,3,20,3,6,7,20,4,8,5,11,5
38,11,2,13,1,45,24,450,5000,123,9,6,7,102,6,2,0,8,255,10,0,69,1,7,0,21,5,8,8,10,11,1,10,19,3,20,4,6,7,20,5,8,5,11,12
38,12,2,14,1,50,25,700,7600,125,9,6,7,102,6,2,0,8,255,12,0,116,4,24,0,21,12,8,12,10,12,19,12,20,12,1,12,7,12,20,12,6,12,11,12
38,13,2,15,1,55,26,1400,10000,100,10,0,6,104,7,35,0,8,2,16,2,69,4,24,0,21,12,8,12,10,12,19,12,20,12,1,12,7,12,20,12,6,12,11,12
38,14,2,15,2,60,28,2500,15000,200,10,0,6,104,7,35,0,8,2,20,2,116,4,34,0,21,12,8,12,10,12,19,12,20,12,1,12,7,12,20,12,6,12,11,12
38,15,2,15,2,65,30,3200,30000,250,10,0,6,104,8,45,0,8,2,25,2,69,4,34,0,21,12,8,12,10,12,19,12,20,12,1,12,7,12,20,12,6,12,11,12
39,1,1,2,1,12,7,8,25,0,6,3,10,65,2,0,0,101,3,0,0,8,1,1,0,20,1,21,1,20,1,7,1,10,1,15,1,20,1,3,1,0,1,1,1
39,2,1,2,1,16,8,14,30,3,6,3,10,115,2,0,0,57,3,0,0,8,1,1,0,20,1,21,3,20,1,7,2,10,2,15,1,20,1,3,1,0,1,1,1
39,3,1,2,1,19,9,20,35,4,6,4,9,57,2,1,0,101,3,0,0,8,1,2,0,9,1,21,3,20,2,7,2,10,3,15,2,20,2,3,2,0,2,1,2
39,4,1,3,1,20,10,30,50,5,7,4,9,57,2,1,0,115,3,0,0,101,1,2,0,9,2,21,4,20,3,7,2,10,4,15,2,20,3,3,3,0,4,1,3
39,5,1,5,1,21,11,45,100,2,7,4,8,40,2,1,0,115,3,1,0,101,1,3,0,9,3,21,5,20,4,7,3,10,6,15,3,20,4,3,2,0,3,1,6
39,6,1,6,1,22,12,64,150,2,7,5,8,40,3,1,0,102,3,1,0,101,1,3,0,9,4,21,6,20,5,7,7,10,8,15,4,20,5,3,5,0,5,1,7
39,7,1,7,1,23,13,80,200,2,8,5,7,39,3,2,0,65,3,1,0,102,2,4,0,9,5,21,7,20,8,7,6,10,10,15,5,20,6,3,6,0,6,1,7
39,8,1,8,1,24,14,96,300,4,8,5,7,66,3,2,0,102,3,1,0,115,2,4,0,9,6,21,8,20,8,7,9,10,11,15,9,20,7,3,6,0,7,1,9
39,9,1,9,1,25,15,110,500,4,8,6,6,66,4,3,2,40,3,1,0,115,2,4,0,9,7,21,9,20,10,7,10,10,11,15,9,20,8,3,6,0,9,1,9
39,10,1,15,1,32,16,140,1500,4,9,6,6,83,4,3,0,103,3,2,0,115,2,5,0,9,8,21,10,20,11,7,10,10,12,15,10,20,9,3,6,0,9,1,10
39,11,1,15,1,35,17,190,2000,6,9,6,5,83,4,4,2,8,3,2,0,69,2,6,0,9,11,21,11,20,11,7,11,10,12,15,11,20,11,3,3,0,10,1,11
39,12,1,15,1,40,18,275,4500,6,10,7,0,92,5,6,0,8,255,6,2,69,3,7,0,9,11,21,11,20,12,7,11,10,12,15,12,20,11,3,4,0,11,1,11
39,13,1,15,1,45,19,600,6000,8,11,7,0,103,5,7,0,8,255,8,2,116,3,7,0,9,12,21,12,20,12,7,12,10,12,15,12,20,12,3,6,0,12,1,12
39,14,1,15,2,50,20,2700,30000,150,12,7,0,43,6,8,0,8,255,10,0,69,3,8,0,9,12,21,12,20,12,7,12,10,12,15,12,20,12,3,12,0,12,1,12
39,15,1,15,2,55,21,3200,32000,175,13,8,0,43,6,9,0,8,255,15,0,116,3,8,0,9,12,21,12,20,12,7,12,10,12,15,12,20,12,3,12,0,12,1,12
40,1,1,2,1,18,7,9,25,0,6,3,9,65,3,0,2,101,1,0,0,8,0,1,0,11,1,12,1,12,1,3,1,20,1,15,1,8,1,8,1,8,1,8,1
40,2,1,2,1,19,8,14,30,0,6,3,9,115,3,0,0,57,1,1,0,8,0,2,0,11,2,12,2,12,2,18,2,15,2,19,1,8,2,8,2,8,2,8,2
40,3,1,2,1,20,9,20,35,0,6,3,8,57,3,1,0,101,1,1,0,8,0,2,0,11,3,12,3,19,1,19,1,20,1,20,1,11,2,9,1,8,3,8,2
40,4,1,3,1,21,10,32,50,0,7,4,8,40,3,1,0,115,1,2,0,101,0,3,0,11,3,16,2,20,1,20,1,11,4,9,2,0,1,0,1,8,3,8,3
40,5,1,5,1,22,11,48,100,2,7,4,7,40,3,1,0,115,1,2,0,101,0,3,0,21,3,16,2,20,2,20,2,11,5,9,3,0,2,0,2,8,3,8,3
40,6,1,6,1,23,12,68,150,2,7,4,7,39,3,2,0,102,1,3,0,101,0,4,2,21,3,16,3,20,2,3,2,9,2,0,2,8,7,8,6,8,5,8,4
40,7,1,7,1,24,13,88,200,2,8,5,6,66,3,3,0,65,1,4,2,102,0,4,0,21,4,16,3,20,3,3,3,9,3,0,3,8,8,8,7,8,6,8,5
40,8,1,8,1,26,14,116,300,4,8,5,6,92,3,2,0,102,1,5,0,115,0,5,0,21,4,20,4,20,3,6,5,0,3,8,9,11,10,6,8,8,8,8,7
40,9,1,9,1,29,15,150,500,4,8,5,5,92,3,3,0,40,1,6,0,115,0,5,0,21,5,20,6,20,4,6,5,0,4,8,10,11,11,10,3,8,9,8,8
40,10,1,15,1,32,16,190,1500,4,9,6,5,83,3,3,2,103,1,7,0,115,0,6,0,21,5,20,7,20,4,6,6,0,5,8,11,11,12,10,4,4,4,1,7
40,11,1,15,1,35,17,210,2000,6,9,6,4,83,3,3,2,8,255,10,0,69,0,7,0,21,6,20,8,20,5,6,6,0,6,8,12,11,12,10,5,4,4,1,7
40,12,1,15,1,40,18,325,8000,6,10,6,4,103,3,4,0,8,255,12,0,116,0,8,0,21,6,20,9,20,5,6,7,0,7,8,12,11,12,10,6,4,5,1,8
40,13,1,15,1,45,19,1200,12000,8,11,7,3,43,3,4,0,8,255,14,2,69,0,8,0,21,7,20,10,20,6,6,7,0,8,8,12,11,12,10,7,4,5,1,8
40,14,1,15,2,50,20,2700,30000,150,12,7,3,43,4,5,0,8,255,16,2,116,0,9,0,21,7,20,11,20,6,6,8,0,9,8,12,11,12,10,8,4,6,1,9
40,15,1,15,2,55,21,3200,32000,175,13,7,2,43,4,5,0,8,255,18,0,69,0,9,0,21,8,20,12,20,7,6,9,0,10,8,12,11,12,10,9,4,7,1,9
41,1,1,2,1,18,7,6,25,0,6,6,12,65,0,1,0,101,3,0,0,8,255,3,0,12,1,15,1,9,1,12,1,12,1,8,1,20,20,20,20,20,20,20,1
41,2,1,2,1,19,8,12,30,0,6,6,12,115,1,1,0,57,3,0,0,8,255,4,0,12,1,15,1,9,1,12,1,12,1,8,2,20,20,20,20,20,20,20,2
41,3,1,2,1,20,9,19,35,1,6,6,12,57,1,2,0,101,3,0,0,8,255,5,0,12,2,15,2,19,1,8,2,8,2,8,3,8,2,11,4,11,3,11,2
41,4,1,5,1,21,10,28,50,1,7,7,11,57,2,3,0,115,3,1,0,101,1,2,0,12,2,16,2,20,1,20,1,8,3,8,4,11,6,11,5,6,3,10,1
