Map,MapIndex,NameSingle,NamePlural,?,Count,Adds,?,?,?,RewardXP,RewardGold,?,?,?,?,?,?,HP,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
26,16,Phantasm,Phantasms,1,3,1,70,20,30,600,750,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
26,17,Were-Minotaur,Were-Minotaurs,0,3,4,0,0,30,600,1050,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,18,Were-Minotaur,Were-Minotaurs,1,3,3,0,0,30,600,1050,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,19,Were-Minotaur,Were-Minotaurs,1,3,2,0,0,30,600,1100,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,20,Hell Wolf,Hell Wolves,1,3,2,50,30,40,700,800,3,4,1,32,14,100,60,20,4,2,6,1,4,254,0,2,3,2,0,9,0,5,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,21,Hell Wolf,Hell Wolves,0,2,4,45,30,40,700,800,3,4,1,40,16,130,75,30,5,2,6,1,4,253,0,2,4,3,0,9,0,8,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,22,Hell Wolf,Hell Wolves,1,4,2,45,30,40,700,800,3,4,1,40,16,130,75,30,5,2,6,1,4,253,0,2,4,3,0,9,0,8,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,23,Hell Wolf,Hell Wolves,0,5,1,30,30,40,700,800,3,5,2,50,18,200,90,40,6,0,4,1,2,8,0,2,4,3,0,2,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,24,Tyran,Tyrans,1,4,3,150,0,0,500,750,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,25,Tyran,Tyrans,0,2,5,180,0,0,500,750,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,26,Blue Troll Knight,Blue Troll Knights,2,3,3,130,18,35,600,1300,2,3,1,28,14,70,350,25,3,6,6,66,0,2,0,104,1,2,0,115,3,0,0,20,3,20,3,20,3,8,1,8,1,8,1,8,1,8,1,8,1,8,1
26,27,Blue Troll Knight,Blue Troll Knights,1,4,2,130,18,35,650,1300,2,3,1,30,14,100,400,35,3,6,6,39,0,3,0,66,1,2,2,102,3,1,0,20,4,20,4,8,2,8,2,8,2,8,2,8,2,15,4,15,4,15,4
26,28,Shapeshifter,Shapeshifters,1,4,3,75,0,0,750,1200,7,3,1,30,17,40,350,2,3,2,5,1,2,0,0,1,1,3,0,1,0,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,29,Black Dwarf Knight,Black Dwarf Knights,2,3,2,130,18,35,600,1300,2,3,1,23,12,30,90,0,3,5,9,57,2,2,0,102,3,1,0,8,2,2,0,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1
26,30,Black Dwarf Knight,Black Dwarf Knights,1,2,3,130,18,35,650,1300,2,4,1,24,13,40,120,1,3,5,8,40,2,3,0,115,3,1,0,102,2,3,0,8,2,8,2,8,2,8,2,8,2,8,2,8,2,20,1,20,1,20,1
26,31,Ghoul,Ghouls,1,5,2,0,0,0,675,650,6,4,1,26,15,80,300,8,3,9,7,2,4,2,0,2,2,4,0,2,255,8,0,6,4,6,6,8,7,7,11,21,5,10,5,4,4,7,11,0,4,9,5
26,32,Ghoul,Ghouls,0,4,3,0,0,0,675,650,6,4,1,28,16,110,400,12,4,9,6,2,5,4,0,2,3,6,2,2,255,12,0,6,6,6,8,8,9,7,12,21,6,10,6,4,5,7,12,0,5,9,6
26,33,Were-Bear,Were-Bears,1,4,1,60,20,25,800,950,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
26,34,Were-Bear,Were-Bears,0,2,2,80,20,25,800,950,4,3,1,12,8,5,18,2,1,0,9,3,2,0,0,3,255,2,0,3,255,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,35,Dragon,Dragons,1,2,0,0,40,35,2600,5000,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,36,Dragon,Dragons,0,2,0,0,40,35,3000,5000,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,37,Phoenix,Phoenix,0,1,0,0,75,50,10000,9000,10,7,1,50,19,320,1000,60,12,0,2,42,0,14,0,42,1,8,2,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,38,Phoenix,Phoenix,0,1,0,0,75,50,10000,9000,10,7,1,50,19,320,1000,60,12,0,2,42,0,14,0,42,1,8,2,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
26,39,Phoenix,Phoenix,0,1,0,0,75,50,10000,9000,10,7,1,50,19,320,1000,60,12,0,2,42,0,14,0,42,1,8,2,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,0,Hardy Elf Cleric,Hardy Elf Clerics,0,3,3,180,60,60,850,775,2,7,2,65,19,160,780,11,7,4,4,103,255,9,0,42,1,6,0,67,4,3,2,21,8,15,8,0,8,4,7,9,8,1,4,20,6,8,11,3,5,6,7
27,1,Hardy Elf Cleric,Hardy Elf Clerics,1,2,3,180,60,60,850,775,2,7,2,65,19,160,780,11,7,4,4,103,255,9,0,42,1,6,0,67,4,3,2,21,8,15,8,0,8,4,7,9,8,1,4,20,6,8,11,3,5,6,7
27,2,Hardy Elf Cleric,Hardy Elf Clerics,0,2,2,160,60,60,850,775,2,8,2,70,20,180,920,12,8,4,4,103,255,10,0,42,1,7,0,67,4,4,2,21,9,15,9,0,8,4,8,9,9,1,5,20,6,8,12,3,5,6,8
27,3,Hardy Gremlin Cleric,Hardy Gremlin Cleric,1,2,4,180,60,75,850,775,2,3,1,22,11,20,125,5,4,5,7,39,2,2,0,101,3,1,0,8,1,3,0,21,2,21,2,8,2,8,2,8,2,8,2,8,2,8,2,19,1,19,1
27,4,Hardy Gremlin Cleric,Hardy Gremlin Cleric,0,3,2,160,60,75,850,775,2,3,1,24,11,25,150,5,4,4,7,39,2,3,0,115,3,2,0,116,1,3,0,21,3,21,3,8,3,8,3,8,3,8,3,8,3,8,3,19,1,19,1
27,5,Venerable Gremlin Cleric,Venerable Gremlin Clerics,0,1,3,200,70,75,1050,900,2,4,1,28,12,30,195,5,5,4,7,40,3,3,0,115,3,3,0,65,1,3,0,21,3,21,3,8,4,8,4,8,4,19,1,20,1,11,4,6,1,6,2
27,6,Bronze Ogre,Bronze Ogres,1,5,5,30,0,50,125,90,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,7,Bronze Ogre,Bronze Ogres,0,4,4,20,0,50,125,90,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,8,Bronze Ogre,Bronze Ogres,0,5,3,20,0,50,125,90,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,9,Silver Ogre,Silver Ogres,2,4,4,40,0,60,250,180,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,10,Silver Ogre,Silver Ogres,1,5,3,30,0,60,250,180,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,11,Silver Ogre,Silver Ogres,0,3,4,20,0,60,250,180,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,12,Phantasm,Phantasms,0,3,2,80,50,50,650,750,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
27,13,Phantasm,Phantasms,1,2,3,70,50,50,650,750,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
27,14,Phantasm,Phantasms,0,2,2,60,50,50,650,750,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
27,15,Dragon,Dragons,0,2,1,0,60,90,3000,4500,10,6,1,42,20,200,900,9,5,0,3,42,255,25,0,42,0,9,0,12,4,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,16,Dragon,Dragons,1,1,1,0,60,90,3000,4500,10,6,1,42,20,200,900,9,5,0,3,42,255,25,0,42,0,9,0,12,4,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,17,Dragon,Dragons,0,1,0,0,60,90,3000,4750,10,6,1,48,22,300,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,18,Were-Bear,Were-Bears,0,3,3,80,35,50,900,1500,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
27,19,Were-Bear,Were-Bears,1,4,2,60,35,50,900,1500,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
27,20,Were-Bear,Were-Bears,0,2,3,40,35,50,900,1500,4,3,1,12,8,5,18,2,1,0,9,3,2,0,0,3,255,2,0,3,255,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,21,Hell Wolf,Hell Wolves,0,3,4,45,45,20,1000,1300,3,4,1,40,16,130,75,30,5,2,6,1,4,253,0,2,4,3,0,9,0,8,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,22,Hell Wolf,Hell Wolves,1,4,3,45,45,20,1000,1300,3,4,1,40,16,130,75,30,5,2,6,1,4,253,0,2,4,3,0,9,0,8,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,23,Hell Wolf,Hell Wolves,0,3,3,30,45,20,1000,1300,3,5,2,50,18,200,90,40,6,0,4,1,2,8,0,2,4,3,0,2,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,24,Deinon,Deinons,1,7,4,20,0,0,300,300,4,6,1,44,18,54,300,9,3,2,4,2,3,3,0,3,1,10,0,20,254,25,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,25,Tyran,Tyrans,1,3,3,30,0,0,700,600,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,26,Lizardite,Lizardites,1,3,4,40,0,60,250,150,8,7,1,45,21,500,3000,150,13,0,2,2,255,16,0,42,1,8,0,42,4,6,0,6,10,1,8,4,6,4,8,3,7,1,8,9,8,2,5,0,7,20,5
27,27,Saurion,Saurions,2,2,3,70,30,60,500,225,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
27,28,Pincer Cobra,Pincer Cobras,1,5,2,20,0,0,350,240,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
27,29,Dragon,Dragons,0,1,1,0,65,75,3000,4750,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
27,30,Gold Ogre,Gold Ogres,0,2,3,60,0,75,800,800,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,31,Gold Ogre,Gold Ogres,0,2,2,50,0,75,800,800,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
27,32,Hardy Elf Cleric,Hardy Elf Clerics,1,3,3,180,60,75,800,900,2,7,2,65,19,160,780,11,7,4,4,103,255,9,0,42,1,6,0,67,4,3,2,21,8,15,8,0,8,4,7,9,8,1,4,20,6,8,11,3,5,6,7
27,33,Venerable Elf Cleric,Venerable Elf Clerics,1,2,3,200,65,75,1050,1100,2,3,1,19,8,5,25,0,4,8,10,102,2,0,0,65,1,1,0,101,3,0,0,12,1,12,1,12,1,12,1,12,1,12,1,8,1,8,1,11,1,7,1
27,34,Hardy Troll Cleric,Hardy Troll Clerics,1,3,3,180,60,75,800,900,2,6,1,55,15,125,400,4,8,7,7,104,3,3,0,67,255,9,0,66,4,2,0,21,5,21,5,1,4,1,4,7,6,7,6,3,2,6,6,11,8,7,12
27,35,Venerable Troll Cleric,Venerable Troll Clerics,1,2,4,200,65,75,1050,1100,2,7,2,65,17,195,600,6,10,6,6,104,3,3,0,41,255,12,0,67,5,4,0,21,7,1,6,4,8,20,5,9,6,0,5,3,3,6,7,11,10,4,5
27,36,Hardy Halfling Cleric,Hardy Halfling Clerics,1,3,3,180,60,75,800,900,2,5,1,30,12,40,145,3,6,6,10,40,3,2,0,66,1,4,0,101,0,6,0,21,5,21,5,7,4,11,4,15,5,19,1,8,4,8,4,6,5,3,2
27,37,Venerable Halfling Cleric,Venerable Halfling Clerics,1,2,4,200,65,75,1050,1100,2,6,1,38,13,65,230,5,7,6,9,102,3,3,0,8,254,10,2,40,1,6,0,21,6,1,4,7,5,11,6,19,2,20,1,8,5,8,6,6,6,3,3
27,38,Hardy Gremlin Cleric,Hardy Gremlin Cleric,0,3,3,160,60,75,800,900,2,3,1,24,11,25,150,5,4,4,7,39,2,3,0,115,3,2,0,116,1,3,0,21,3,21,3,8,3,8,3,8,3,8,3,8,3,8,3,19,1,19,1
27,39,Venerable Gremlin Cleric,Venerable Gremlin Clerics,1,2,4,200,65,75,1050,1100,2,4,1,28,12,30,195,5,5,4,7,40,3,3,0,115,3,3,0,65,1,3,0,21,3,21,3,8,4,8,4,8,4,19,1,20,1,11,4,6,1,6,2
28,0,Hobgoblin,Hobgoblins,0,5,5,55,35,35,650,600,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,1,Hobgoblin,Hobgoblins,1,7,3,50,35,35,650,600,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,2,Hobgoblin,Hobgoblins,1,6,4,50,35,35,650,600,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,3,Hobgoblin,Hobgoblins,0,6,2,4,35,35,650,600,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,4,Hobgoblin,Hobgoblins,0,4,4,5,35,35,650,600,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,5,King Goblin,King Goblins,0,2,2,120,70,55,1600,2200,12,3,1,45,19,150,500,4,6,0,8,41,0,20,0,41,1,10,0,41,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,6,King Goblin,King Goblins,1,3,1,120,70,55,1600,2200,12,3,1,45,19,150,500,4,6,0,8,41,0,20,0,41,1,10,0,41,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,7,King Goblin,King Goblins,0,2,2,100,70,55,1600,2400,12,3,1,50,20,200,600,6,7,0,8,41,1,24,0,41,1,12,0,41,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,8,Ice Lion,Ice Lions,0,4,3,40,0,0,350,500,3,6,2,74,24,500,1200,15,4,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
28,9,Ice Lion,Ice Lions,1,3,3,53,0,0,350,500,3,6,2,74,24,500,1200,15,4,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
28,10,Ice Lion,Ice Lions,1,2,4,35,0,0,350,500,3,6,2,74,24,500,1200,15,4,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
28,11,Ice Lion,Ice Lions,0,3,2,25,0,0,350,500,3,4,1,14,10,12,50,2,1,4,6,1,0,255,0,2,3,254,0,2,0,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,12,Ice Lion,Ice Lions,0,2,3,25,0,0,350,500,3,4,1,14,10,12,50,2,1,4,6,1,0,255,0,2,3,254,0,2,0,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,13,Polar Bear,Polar Bears,0,3,3,50,0,0,400,700,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
28,14,Polar Bear,Polar Bears,1,4,2,45,0,0,400,700,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
28,15,Polar Bear,Polar Bears,1,2,4,45,0,0,400,700,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
28,16,Polar Bear,Polar Bears,0,2,2,40,0,0,400,700,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
28,17,Polar Bear,Polar Bears,0,3,3,40,0,0,400,700,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
28,18,Shapeshifter,Shapeshifters,0,4,3,50,0,0,850,1250,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,19,Shapeshifter,Shapeshifters,1,3,4,50,0,0,850,1250,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,20,Shapeshifter,Shapeshifters,0,3,3,40,0,0,850,1300,7,3,1,30,17,40,350,2,3,2,5,1,2,0,0,1,1,3,0,1,0,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,21,Shapeshifter,Shapeshifters,1,2,4,40,0,0,850,1300,7,3,1,30,17,40,350,2,3,2,5,1,2,0,0,1,1,3,0,1,0,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,22,Shapeshifter,Shapeshifters,0,2,2,30,0,0,850,1350,7,3,1,35,18,55,400,2,3,2,5,1,2,0,0,1,1,5,0,1,0,8,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,23,Shapeshifter,Shapeshifters,0,3,1,30,0,0,850,1350,7,3,1,35,18,55,400,2,3,2,5,1,2,0,0,1,1,5,0,1,0,8,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,24,Dragon,Dragons,1,1,1,0,65,50,3500,7500,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,25,Were-Minotaur,Were-Minotaurs,1,3,4,0,0,35,525,1050,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,26,Nightmare,Nightmares,1,3,4,40,0,35,450,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
28,27,Sabertooth Lion,Sabertooth Lions,0,4,5,30,0,0,250,120,3,4,2,18,11,28,90,4,1,4,5,1,2,1,0,2,1,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,28,Pincer Cobra,Pincer Cobras,0,4,4,30,0,0,275,225,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
28,29,Spinorpion,Spinorpions,0,3,4,25,0,0,325,300,5,5,1,36,18,120,400,9,2,2,4,2,4,4,0,13,1,14,0,14,254,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,30,Death Leech,Death Leeches,1,4,4,35,35,0,1000,1200,5,4,1,28,14,27,150,4,2,3,7,1,0,6,0,1,1,4,0,1,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,31,Gray Dwarf Knight,Gray Dwarf Knights,0,4,3,60,20,35,750,1300,2,3,1,22,11,20,60,0,3,5,9,57,1,1,0,115,2,0,0,8,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
28,32,Black Dwarf Knight,Black Dwarf Knights,1,3,3,55,20,35,900,1350,2,3,1,23,12,30,90,0,3,5,9,57,2,2,0,102,3,1,0,8,2,2,0,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1
28,33,Black Dwarf Knight,Black Dwarf Knights,1,2,2,50,20,35,900,1350,2,4,1,24,13,40,120,1,3,5,8,40,2,3,0,115,3,1,0,102,2,3,0,8,2,8,2,8,2,8,2,8,2,8,2,8,2,20,1,20,1,20,1
28,34,Ornery Dwarf Thief,Ornery Dwarf Thieves,2,3,3,70,35,35,600,800,2,7,1,50,16,200,265,10,7,6,7,67,1,8,0,40,2,6,0,115,5,4,0,4,4,4,4,6,4,6,3,21,5,20,4,1,4,1,4,10,5,9,3
28,35,Mean Dwarf Thief,Mean Dwarf Thieves,0,1,3,60,35,35,800,1200,2,8,1,65,19,380,500,16,8,5,6,58,255,18,0,40,3,9,0,101,6,6,0,4,5,6,7,21,5,20,6,1,7,10,7,9,9,3,4,15,10,0,9
28,36,Mean Dwarf Thief,Mean Dwarf Thieves,1,2,1,50,35,35,800,1200,2,8,1,65,19,380,500,16,8,5,6,58,255,18,0,40,3,9,0,101,6,6,0,4,5,6,7,21,5,20,6,1,7,10,7,9,9,3,4,15,10,0,9
28,37,Cantankerous Dwarf Wizard,Cantankerous Dwarf Wizards,1,3,2,75,70,32,725,1375,2,8,2,78,19,170,635,13,8,4,6,58,2,12,0,8,0,30,2,116,3,9,0,21,7,1,7,1,8,19,8,20,9,3,7,6,9,6,9,8,12,7,12
28,38,Cantankerous Dwarf Wizard,Cantankerous Dwarf Wizards,1,3,1,65,70,32,725,1375,2,4,1,18,7,6,25,0,6,9,12,65,2,0,0,101,0,1,0,8,3,0,0,15,1,15,1,12,1,15,1,15,1,15,1,15,1,8,1,8,1,11,1
28,39,Crafty Dwarf Wizard,Crafty Dwarf Wizards,1,2,2,55,65,32,950,1425,2,4,1,19,8,9,33,0,6,9,12,65,2,0,0,57,0,1,0,8,3,0,0,15,2,15,2,12,2,15,2,15,2,15,2,8,1,8,1,8,1,11,1
29,0,Hobgoblin,Hobgoblins,0,7,3,55,30,60,600,600,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,1,Hobgoblin,Hobgoblins,1,5,5,50,30,60,600,600,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,2,Hobgoblin,Hobgoblins,1,4,6,50,30,60,600,600,12,2,1,33,17,75,160,2,4,3,9,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,3,Hobgoblin,Hobgoblins,0,3,7,40,30,60,600,600,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,4,King Goblin,King Goblins,1,2,3,120,50,60,1100,2200,12,3,1,45,19,150,500,4,6,0,8,41,0,20,0,41,1,10,0,41,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,5,King Goblin,King Goblins,0,3,2,100,50,60,1100,2400,12,3,1,50,20,200,600,6,7,0,8,41,1,24,0,41,1,12,0,41,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,6,Death Leech,Death Leeches,0,4,3,30,40,0,1000,1000,5,3,1,24,13,23,125,2,2,3,9,1,0,5,0,1,1,3,0,1,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,7,Death Leech,Death Leeches,1,3,3,30,40,0,1000,1000,5,3,1,24,13,23,125,2,2,3,9,1,0,5,0,1,1,3,0,1,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
